Numero	url	cat1	cat2	cat3	cat4	cat5	cat6
3837	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158304011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bibles	Contemporary English		
3838	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A8917395011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Bibles	English Standard Version		
3839	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158305011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Bibles	God's Word		
3840	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158306011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Bibles	International Children's		
3841	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158307011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_5	Religion & Spirituality	Christian Books & Bibles	Bibles	King James Version		
3842	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158302011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	Amplified	
3843	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158303011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	Basic English	
3844	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A8917397011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	Common English	
3845	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A8917399011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	La Biblia de las Americas	
3846	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A8917400011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	Life Application	
3847	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158310011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_5	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	New American Standard	
3848	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158311011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_6	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	New American Standard Update	
3849	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158312011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_7	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	New Century	
3850	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158314011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_8	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	New International Reader's Version	
3851	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158316011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_9	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	New Living Translation	
3852	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158317011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_10	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	New Revised Standard	
3853	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A8917401011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_11	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	Nueva Version International	
3854	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A158299011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_12	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	Other	
3855	https://www.amazon.com/s?bbn=158301011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158301011%2Cn%3A8917402011&dc&qid=1690493660&rnid=158301011&ref=lp_158301011_nr_n_13	Religion & Spirituality	Christian Books & Bibles	Bibles	More Translations	Reina Valera	
3856	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A8917396011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_7	Religion & Spirituality	Christian Books & Bibles	Bibles	Multiple Translations		
3857	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158309011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_8	Religion & Spirituality	Christian Books & Bibles	Bibles	New American		
3858	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158313011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_9	Religion & Spirituality	Christian Books & Bibles	Bibles	New International Version		
3859	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158315011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_10	Religion & Spirituality	Christian Books & Bibles	Bibles	New King James Version		
3860	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A158300011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_11	Religion & Spirituality	Christian Books & Bibles	Bibles	Parallel Editions		
3861	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A158324011&dc&qid=1690493702&rnid=158321011&ref=lp_158321011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Catholicism	Mariology		
3862	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A8917406011&dc&qid=1690493702&rnid=158321011&ref=lp_158321011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Catholicism	Popes & the Vatican		
3863	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A158325011&dc&qid=1690493702&rnid=158321011&ref=lp_158321011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Catholicism	Roman Catholicism		
3864	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A6361638011&dc&qid=1690493702&rnid=158321011&ref=lp_158321011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Catholicism	Saints		
3865	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A158326011&dc&qid=1690493702&rnid=158321011&ref=lp_158321011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Catholicism	Self-Help		
3866	https://www.amazon.com/s?bbn=155933011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155933011%2Cn%3A155936011&dc&qid=1690493719&rnid=155933011&ref=lp_155933011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Children's	Bible	Reference & Interpretation	
3867	https://www.amazon.com/s?bbn=155933011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155933011%2Cn%3A155937011&dc&qid=1690493719&rnid=155933011&ref=lp_155933011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Children's	Bible	Stories	
3868	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155939011&dc&qid=1690493717&rnid=155932011&ref=lp_155932011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Children's	Biographies		
3869	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090595011&dc&qid=1690493717&rnid=155932011&ref=lp_155932011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Children's	Early Readers		
3870	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090596011&dc&qid=1690493717&rnid=155932011&ref=lp_155932011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Children's	Inspirational		
3871	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A7090597011&dc&qid=1690493717&rnid=155932011&ref=lp_155932011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Children's	Jesus		
3872	https://www.amazon.com/s?bbn=155932011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A155009011%2Cn%3A155931011%2Cn%3A155932011%2Cn%3A155941011&dc&qid=1690493717&rnid=155932011&ref=lp_155932011_nr_n_5	Religion & Spirituality	Christian Books & Bibles	Children's	Prayer		
3873	https://www.amazon.com/s?bbn=8917419011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A8917419011%2Cn%3A158365011&dc&qid=1690493743&rnid=8917419011&ref=lp_8917419011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Amish		
3874	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A158324011&dc&qid=1690493748&rnid=158321011&ref=lp_158321011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Catholicism	Mariology	
3875	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A8917406011&dc&qid=1690493748&rnid=158321011&ref=lp_158321011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Catholicism	Popes & the Vatican	
3876	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A158325011&dc&qid=1690493748&rnid=158321011&ref=lp_158321011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Catholicism	Roman Catholicism	
3877	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A6361638011&dc&qid=1690493748&rnid=158321011&ref=lp_158321011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Catholicism	Saints	
3878	https://www.amazon.com/s?bbn=158321011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158321011%2Cn%3A158326011&dc&qid=1690493748&rnid=158321011&ref=lp_158321011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Catholicism	Self-Help	
3879	https://www.amazon.com/s?bbn=8917419011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A8917419011%2Cn%3A6361619011&dc&qid=1690493743&rnid=8917419011&ref=lp_8917419011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Christian Science		
3880	https://www.amazon.com/s?bbn=8917419011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A8917419011%2Cn%3A6361631011&dc&qid=1690493743&rnid=8917419011&ref=lp_8917419011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Church of Jesus Christ of Latter-Day Saints		
3881	https://www.amazon.com/s?bbn=8917419011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A8917419011%2Cn%3A158371011&dc&qid=1690493743&rnid=8917419011&ref=lp_8917419011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Jehovah's Witness		
3882	https://www.amazon.com/s?bbn=8917419011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A8917419011%2Cn%3A158373011&dc&qid=1690493743&rnid=8917419011&ref=lp_8917419011_nr_n_5	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Mennonite		
3883	https://www.amazon.com/s?bbn=8917419011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A8917419011%2Cn%3A158535011&dc&qid=1690493743&rnid=8917419011&ref=lp_8917419011_nr_n_6	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Messianic Judaism		
3884	https://www.amazon.com/s?bbn=8917419011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A8917419011%2Cn%3A158362011&dc&qid=1690493743&rnid=8917419011&ref=lp_8917419011_nr_n_7	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Orthodoxy		
3885	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158366011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Anglican	
3886	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158367011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Baptist	
3887	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A6361605011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Calvinist	
3888	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158368011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Episcopalian	
3889	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158372011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Lutheran	
3890	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158374011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_5	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Methodist	
3891	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158375011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_6	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Pentecostal	
3892	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A6361632011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_7	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Presbyterian	
3893	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158376011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_8	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Quaker	
3894	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158378011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_9	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Seventh-Day Adventist	
3895	https://www.amazon.com/s?bbn=158364011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158364011%2Cn%3A158379011&dc&qid=1690493772&rnid=158364011&ref=lp_158364011_nr_n_10	Religion & Spirituality	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Shaker	
3896	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190459011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Black & African American		
3897	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A8917420011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Classics & Allegories		
3898	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190473011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Collections & Anthologies		
3899	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A7588745011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Contemporary		
3900	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190468011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Fantasy		
3901	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190469011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_5	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Futuristic		
3902	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190471011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_6	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Historical		
3903	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190474011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_7	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Mystery & Suspense		
3904	https://www.amazon.com/s?bbn=6190467011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A8917421011&dc&qid=1690493796&rnid=6190467011&ref=lp_6190467011_nr_n_8	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Poetry		
3905	https://www.amazon.com/s?bbn=6190472011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190472011%2Cn%3A6487833011&dc&qid=1690493814&rnid=6190472011&ref=lp_6190472011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Romance	Amish	
3906	https://www.amazon.com/s?bbn=6190472011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190472011%2Cn%3A8917424011&dc&qid=1690493814&rnid=6190472011&ref=lp_6190472011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Romance	Contemporary	
3907	https://www.amazon.com/s?bbn=6190472011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A6190467011%2Cn%3A6190472011%2Cn%3A8917426011&dc&qid=1690493814&rnid=6190472011&ref=lp_6190472011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Christian Fiction	Romance	Historical	
